editid,editor,oldrevisionid,newrevisionid,diffurl,edittime,editcomment,articleid,articletitle,editid_1,class,sort
35204,Alisean,327743145,327743227,http://en.wikipedia.org/w/index.php?diff=327743227&oldid=327743145,2009-11-24T21:54:09Z,null,26315939,David NGog,35204,regular,0.222658008
43370,Smerus,328828671,328841611,http://en.wikipedia.org/w/index.php?diff=328841611&oldid=328828671,2009-11-30T18:06:50Z,Reverted 1 edit by [[Special:Contributions/Tristanape|Tristanape]]; Duplicates info already in article. ([[WP:TW|TW]]),87890,Wandering Jew,43370,regular,0.791627164
44460,Shirik,327829898,327830266,http://en.wikipedia.org/w/index.php?diff=327830266&oldid=327829898,2009-11-25T08:34:19Z,Inappropriate personal content for an encyclopedia ([[WP:HG|HG]]),11359,4-Feb,44460,regular,0.534392871
20605,Sid mishra94,329285574,329285930,http://en.wikipedia.org/w/index.php?diff=329285930&oldid=329285574,2009-12-02T18:35:53Z,null,21147,Natural selection,20605,regular,0.80759235
33418,Richmond96,327794846,327794911,http://en.wikipedia.org/w/index.php?diff=327794911&oldid=327794846,2009-11-25T03:15:30Z,/* Schedule */,23231207,2009–10 Maryland Terrapins mens basketball team,33418,regular,0.078548826
32672,94.68.169.152,328210894,329120739,http://en.wikipedia.org/w/index.php?diff=329120739&oldid=328210894,2009-12-01T22:00:46Z,/* PAOK F.C. women */,1486198,PAOK,32672,regular,0.130226728
2493,Tomruen,327261809,327261827,http://en.wikipedia.org/w/index.php?diff=327261827&oldid=327261809,2009-11-22T09:27:03Z,null,15935262,"Solar eclipse of April 8, 2024",2493,regular,0.482044351
946,87.224.74.143,310302230,329587119,http://en.wikipedia.org/w/index.php?diff=329587119&oldid=310302230,2009-12-04T01:51:07Z,Add categories; link to Copenhagen disambiguation page,21492287,Copenhagen (ship),946,regular,0.727606294
32426,81.98.252.43,293304977,326927809,http://en.wikipedia.org/w/index.php?diff=326927809&oldid=293304977,2009-11-20T14:03:32Z,null,20557910,Preppie (album),32426,regular,0.51062881
34379,75.175.200.48,327206291,327206462,http://en.wikipedia.org/w/index.php?diff=327206462&oldid=327206291,2009-11-22T00:55:06Z,null,4047073,Ron Prince,34379,regular,0.933972244
40658,82.120.243.184,323050976,326940422,http://en.wikipedia.org/w/index.php?diff=326940422&oldid=323050976,2009-11-20T15:35:38Z,null,3691948,Geo (marketing),40658,regular,0.101197938
9762,Pyrope,48452461,326797806,http://en.wikipedia.org/w/index.php?diff=326797806&oldid=48452461,2009-11-19T20:51:40Z,fix double redirect,4749319,SwissCheese,9762,regular,0.275641746
23697,Mokele,327408213,327418065,http://en.wikipedia.org/w/index.php?diff=327418065&oldid=327408213,2009-11-23T04:59:48Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/75.156.64.28|75.156.64.28]] ([[User talk:75.156.64.28|talk]]) to last version by AuDioFreaK39,621,Amphibian,23697,regular,0.940368363
43714,Andy Dingley,326938680,326950131,http://en.wikipedia.org/w/index.php?diff=326950131&oldid=326938680,2009-11-20T16:34:44Z,"rm book ref. Too old, adds nothing to clarify the distinct importance of flat honing as opposed to other forms of honing (which still needs a rewrite of most of this article)",24950997,Flat honing,43714,regular,0.738096158
4658,HalfShadow,326832629,326833116,http://en.wikipedia.org/w/index.php?diff=326833116&oldid=326832629,2009-11-20T00:08:24Z,/* Other characters */,10120496,Characters in the Moomin series,4658,regular,0.310498188
2782,Goodboy2009,327836012,327838794,http://en.wikipedia.org/w/index.php?diff=327838794&oldid=327836012,2009-11-25T10:05:40Z,null,888523,Rohtang Pass,2782,regular,0.223971375
30625,Pohta ce-am pohtit,328173522,328173834,http://en.wikipedia.org/w/index.php?diff=328173834&oldid=328173522,2009-11-27T07:51:27Z,/* After the 1989 Revolution */ honorary president,189451,Ion Iliescu,30625,regular,0.186275285
44914,Bensin,320878422,328096857,http://en.wikipedia.org/w/index.php?diff=328096857&oldid=320878422,2009-11-26T20:55:39Z,/* External links */ * {{Internet Archive film|id=OnlytheValaint|name=Only the Valiant}},24322190,Only the Valiant,44914,regular,0.017536191
30261,PKM,328706604,328713516,http://en.wikipedia.org/w/index.php?diff=328713516&oldid=328706604,2009-11-30T02:15:41Z,[[WP:UNDO|Undid]] ungrammatical and inaccurate revision 328706604 by [[Special:Contributions/72.235.249.228|72.235.249.228]] ([[User talk:72.235.249.228|talk]]),8543737,"John Harington, 1st Baron Harington of Exton",30261,regular,0.562534427
13495,24.239.168.210,328350508,328351408,http://en.wikipedia.org/w/index.php?diff=328351408&oldid=328350508,2009-11-28T09:36:34Z,/* Soundtrack */,1399119,Assault on Precinct 13 (1976 film),13495,regular,0.162956079
13460,Cervantico,319822030,327492758,http://en.wikipedia.org/w/index.php?diff=327492758&oldid=319822030,2009-11-23T16:21:31Z,null,6891506,Puente de Boyacá,13460,regular,0.110112947
22762,Againme,325986914,327167605,http://en.wikipedia.org/w/index.php?diff=327167605&oldid=325986914,2009-11-21T20:44:18Z,Spacing,10512217,Chinese Youth Party,22762,regular,0.5720963
34822,24.145.10.125,328451016,329958345,http://en.wikipedia.org/w/index.php?diff=329958345&oldid=328451016,2009-12-05T23:36:26Z,/* Television and modeling */,1651716,Joy Giovanni,34822,regular,0.284811076
36823,Ipoellet,322140724,327033292,http://en.wikipedia.org/w/index.php?diff=327033292&oldid=322140724,2009-11-21T01:22:31Z,Add image,22223556,"National Register of Historic Places listings in Columbia County, Oregon",36823,regular,0.274124124
15795,The Sage of Stamford,316504737,327145036,http://en.wikipedia.org/w/index.php?diff=327145036&oldid=316504737,2009-11-21T18:17:51Z,Removed category [[:Category:Benedictine nunneries|Benedictine nunneries]]; Quick-adding category [[:Category:Benedictine nunneries in Austria|Benedictine nunneries in Austria]] (using [[WP:HOTCAT|HotCat]]),4037996,Nonnberg Abbey,15795,regular,0.587410085
13262,64.131.220.52,329512930,329709900,http://en.wikipedia.org/w/index.php?diff=329709900&oldid=329512930,2009-12-04T18:37:43Z,/* Viva la Vida or Death and All His Friends (2006–present) */,80103,Coldplay,13262,regular,0.535224488
2972,131.230.155.166,329341122,329703654,http://en.wikipedia.org/w/index.php?diff=329703654&oldid=329341122,2009-12-04T18:04:14Z,null,547184,United Center,2972,regular,0.339742561
38474,91.145.77.13,329926642,330085354,http://en.wikipedia.org/w/index.php?diff=330085354&oldid=329926642,2009-12-06T17:17:38Z,/* Novels */,13862,Hard science fiction,38474,regular,0.907540591
9817,66.79.216.10,328257892,328258105,http://en.wikipedia.org/w/index.php?diff=328258105&oldid=328257892,2009-11-27T20:14:41Z,null,3257720,American football on Thanksgiving,9817,regular,0.767972973
16777,Ezhiki,327119706,327473518,http://en.wikipedia.org/w/index.php?diff=327473518&oldid=327119706,2009-11-23T13:59:13Z,never ever heard it pronounced like that,389777,Perm,16777,regular,0.889449097
42391,68.159.147.110,327230044,327577268,http://en.wikipedia.org/w/index.php?diff=327577268&oldid=327230044,2009-11-24T01:05:56Z,/* Plot */,639842,Pokémon (anime),42391,regular,0.951110712
41817,Lawrlafo,329613182,329613852,http://en.wikipedia.org/w/index.php?diff=329613852&oldid=329613182,2009-12-04T05:23:33Z,/* Hispanism in France and Belgium */,24809973,Hispanism,41817,regular,0.223804373
30038,Clindberg,328253871,328327645,http://en.wikipedia.org/w/index.php?diff=328327645&oldid=328253871,2009-11-28T05:22:22Z,rv.  The conspiracy stuff is pretty much irrelevant here; if anywhere it belongs on the Great Seal article.  This is about the dollar bill.  The seal design dates from 1782.,509259,United States one-dollar bill,30038,regular,0.934048813
36355,Greenshed,283940302,326795106,http://en.wikipedia.org/w/index.php?diff=326795106&oldid=283940302,2009-11-19T20:37:00Z,Category:Bangladeshi military personnel,5804335,Syed Faruque Rahman,36355,regular,0.346499147
29866,Bearcat,318409945,327364581,http://en.wikipedia.org/w/index.php?diff=327364581&oldid=318409945,2009-11-22T22:46:02Z,recat using [[Project:AutoWikiBrowser|AWB]],10523890,This Transmission,29866,regular,0.082423595
338,SWB,328150040,328241512,http://en.wikipedia.org/w/index.php?diff=328241512&oldid=328150040,2009-11-27T18:12:10Z,[[WP:UNDO|Undid]] revision 328000118 by [[Special:Contributions/74.45.151.163|74.45.151.163]] ([[User talk:74.45.151.163|talk]]),4626,Broadway (New York City),338,regular,0.231102534
42716,Huaiwei,326996942,327123783,http://en.wikipedia.org/w/index.php?diff=327123783&oldid=326996942,2009-11-21T15:48:30Z,clean up using [[Project:AutoWikiBrowser|AWB]],478225,Mohanlal,42716,regular,0.785107474
24228,JGKlein,329911867,329912381,http://en.wikipedia.org/w/index.php?diff=329912381&oldid=329911867,2009-12-05T19:00:41Z,wiki-linked two films,9408541,Greta Meyer,24228,regular,0.581824061
5184,Sampkiwi,328666973,328667108,http://en.wikipedia.org/w/index.php?diff=328667108&oldid=328666973,2009-11-29T21:52:51Z,null,1767583,Chuck Missler,5184,regular,0.782260697
16952,85.100.42.44,275976871,328183428,http://en.wikipedia.org/w/index.php?diff=328183428&oldid=275976871,2009-11-27T09:31:14Z,null,18866613,"Qızılqaya, Kalbajar",16952,regular,0.331713412
27252,Benbest,326110992,328535381,http://en.wikipedia.org/w/index.php?diff=328535381&oldid=326110992,2009-11-29T06:21:20Z,/* See also */  [[ANOVA Gauge R&R]],41932,Accuracy and precision,27252,regular,0.693757222
6625,Urban XII,327072951,327132256,http://en.wikipedia.org/w/index.php?diff=327132256&oldid=327072951,2009-11-21T16:49:16Z,null,399615,Erika Steinbach,6625,regular,0.579435923
30802,Philcha,327447043,327463167,http://en.wikipedia.org/w/index.php?diff=327463167&oldid=327447043,2009-11-23T12:22:08Z,/* Gameplay */ overview: cite,67461,Warcraft: Orcs & Humans,30802,regular,0.332355605
30623,Wescar14,329705914,329970872,http://en.wikipedia.org/w/index.php?diff=329970872&oldid=329705914,2009-12-06T00:55:09Z,/* Technological advancement */,743937,Street sweeper,30623,regular,0.014664389
36924,Stefan,323469192,327855058,http://en.wikipedia.org/w/index.php?diff=327855058&oldid=323469192,2009-11-25T12:52:32Z,Quick-adding category [[:Category:History of wine|History of wine]] (using [[WP:HOTCAT|HotCat]]),1502187,Krater,36924,regular,0.370067619
2199,Rich Farmbrough,325892923,329537451,http://en.wikipedia.org/w/index.php?diff=329537451&oldid=325892923,2009-12-03T21:34:26Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],14410112,33rd National Hockey League All-Star Game,2199,regular,0.480146697
30827,Ophois,328098037,328098144,http://en.wikipedia.org/w/index.php?diff=328098144&oldid=328098037,2009-11-26T21:05:16Z,/* Effects */,18268826,Supernatural (season 2),30827,regular,0.088159027
35493,Marty2Hotty,328156811,328157109,http://en.wikipedia.org/w/index.php?diff=328157109&oldid=328156811,2009-11-27T04:58:51Z,null,25217298,Robert L. FitzPatrick,35493,regular,0.156882727
17292,214.13.82.22,328482590,328745425,http://en.wikipedia.org/w/index.php?diff=328745425&oldid=328482590,2009-11-30T06:01:28Z,/* Influence */,101899,Deliverance,17292,regular,0.039251777
7750,Colonies Chris,328301173,328399890,http://en.wikipedia.org/w/index.php?diff=328399890&oldid=328301173,2009-11-28T16:17:50Z,"[[wp:datescript]]-assisted date/terms audit; see [[wp:unlinkdates]], [[wp:overlink]]",156891,Ford Model T,7750,regular,0.951446273
27146,Casliber,328367881,328368027,http://en.wikipedia.org/w/index.php?diff=328368027&oldid=328367881,2009-11-28T12:13:12Z,{{Sprotect|small=yes}},201304,Escitalopram,27146,regular,0.35474463
9301,TurboedRC,329846202,329885508,http://en.wikipedia.org/w/index.php?diff=329885508&oldid=329846202,2009-12-05T16:00:36Z,/* Version II (09/95 – 08/96) - GC8C */,1427983,Subaru Impreza WRX STI,9301,regular,0.387050164
30707,208.101.137.24,327961498,328013926,http://en.wikipedia.org/w/index.php?diff=328013926&oldid=327961498,2009-11-26T09:04:12Z,null,7386179,History of the Green Bay Packers,30707,regular,0.109635872
23731,Blanchardb,328145618,328145767,http://en.wikipedia.org/w/index.php?diff=328145767&oldid=328145618,2009-11-27T03:23:06Z,Heres a better solution than push the bias the other way.,5073662,Shifa College of Medicine,23731,regular,0.519506174
43910,Philip Cross,328777915,328779234,http://en.wikipedia.org/w/index.php?diff=328779234&oldid=328777915,2009-11-30T11:07:13Z,/* Businessman */ fmt,169967,Bob Geldof,43910,regular,0.624526661
41040,Thatguyflint,329961062,329962340,http://en.wikipedia.org/w/index.php?diff=329962340&oldid=329961062,2009-12-06T00:02:01Z,Reverted edits by [[Special:Contributions/98.178.202.116|98.178.202.116]] to last revision by Dougweller ([[Wikipedia:Huggle|HG]]),864667,Egyptian pyramids,41040,regular,0.487575961
35462,Ccacsmss,326454717,327308449,http://en.wikipedia.org/w/index.php?diff=327308449&oldid=326454717,2009-11-22T16:45:45Z,null,20224748,Glamour (presentation),35462,regular,0.658154489
24802,Orlady,326941887,326942004,http://en.wikipedia.org/w/index.php?diff=326942004&oldid=326941887,2009-11-20T15:45:24Z,unreferenced template,5345653,Lockport Township High School,24802,regular,0.047860153
3312,180.222.7.107,326867027,328024518,http://en.wikipedia.org/w/index.php?diff=328024518&oldid=326867027,2009-11-26T11:02:17Z,/* External links */ correct dead link,632862,Lachlan River,3312,regular,0.422194224
45888,Decstop,328691784,328702392,http://en.wikipedia.org/w/index.php?diff=328702392&oldid=328691784,2009-11-30T01:07:25Z,null,206763,Santa Cruz Mountains,45888,regular,0.578963267
42392,DarthRad,324615068,328246669,http://en.wikipedia.org/w/index.php?diff=328246669&oldid=324615068,2009-11-27T18:50:31Z,/* References */,13819337,Battle of Arracourt,42392,regular,0.377803984
6849,Jaldridge86,327587999,327588067,http://en.wikipedia.org/w/index.php?diff=327588067&oldid=327587999,2009-11-24T02:15:47Z,/* Who Shot J.R.? */,99434,Dallas (TV series),6849,regular,0.891775668
20675,Maple Leaf,329528334,329531539,http://en.wikipedia.org/w/index.php?diff=329531539&oldid=329528334,2009-12-03T21:04:00Z,/* Early Season Tournaments */,22849575,2009–10 NCAA Division I womens basketball season,20675,regular,0.241973362
42130,Iravanly,326885240,327141524,http://en.wikipedia.org/w/index.php?diff=327141524&oldid=326885240,2009-11-21T17:53:04Z,"NPOV - also, edit summary does not match content, and no citation for introduction of seemingly important information",24159722,District of Yerevan,42130,regular,0.990870089
33128,Tabletop,327895720,327953204,http://en.wikipedia.org/w/index.php?diff=327953204&oldid=327895720,2009-11-25T23:54:57Z,Spell chidlren => children,5119353,Hélène Desportes,33128,regular,0.688482796
22907,66.51.147.97,328648559,328652112,http://en.wikipedia.org/w/index.php?diff=328652112&oldid=328648559,2009-11-29T20:38:40Z,/* Fashion models */,145151,List of Greeks,22907,regular,0.380726294
28787,Ktr101,328687559,328687627,http://en.wikipedia.org/w/index.php?diff=328687627&oldid=328687559,2009-11-29T23:40:41Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/Ktr101|Ktr101]] ([[User talk:Ktr101|talk]]) to last version by Apostle12,22093173,2009 shooting of Oakland police officers,28787,regular,0.222793427
34332,64.52.49.66,320217428,327717712,http://en.wikipedia.org/w/index.php?diff=327717712&oldid=320217428,2009-11-24T19:40:09Z,/* Investments */,21284346,MatlinPatterson Global Advisors,34332,regular,0.039480009
20796,24.185.91.116,328304633,328304771,http://en.wikipedia.org/w/index.php?diff=328304771&oldid=328304633,2009-11-28T01:55:12Z,/* Return of the Deadman (2004–2006) */,345792,The Undertaker,20796,regular,0.928858844
25836,Gungadin,326958299,326964805,http://en.wikipedia.org/w/index.php?diff=326964805&oldid=326958299,2009-11-20T18:00:31Z,[[WP:UNDO|Undid]] revision 326958299 by [[Special:Contributions/Dr Bones the jones|Dr Bones the jones]] ([[User talk:Dr Bones the jones|talk]]),9995,EastEnders,25836,regular,0.320980726
3756,Levineps,329961061,329961139,http://en.wikipedia.org/w/index.php?diff=329961139&oldid=329961061,2009-12-05T23:54:08Z,/* References */,23586945,2009–10 Kansas State Wildcats mens basketball team,3756,regular,0.512703788
33711,193.95.170.99,322056570,329224575,http://en.wikipedia.org/w/index.php?diff=329224575&oldid=322056570,2009-12-02T10:59:54Z,commonscat,420229,Sarcomere,33711,regular,0.437458253
33288,Zscout370,307161245,326877977,http://en.wikipedia.org/w/index.php?diff=326877977&oldid=307161245,2009-11-20T05:23:09Z,"clean up, Replaced: Image: → File:, using [[Project:AutoWikiBrowser|AWB]]",19754562,Devapattu,33288,regular,0.057414504
37933,Raul17,327415799,327572072,http://en.wikipedia.org/w/index.php?diff=327572072&oldid=327415799,2009-11-24T00:29:24Z,/* Current roster */ Akeson placed on 21-day Injured Reserve,1761129,Trenton Devils,37933,regular,0.840684913
33661,BoltClock,328159537,328242315,http://en.wikipedia.org/w/index.php?diff=328242315&oldid=328159537,2009-11-27T18:17:53Z,/* Knit variety */,491637,Beanie,33661,regular,0.689629935
9856,209.203.85.165,328663201,328663528,http://en.wikipedia.org/w/index.php?diff=328663528&oldid=328663201,2009-11-29T21:34:05Z,/* Week 12: at New York Jets */,21050330,2009 Carolina Panthers season,9856,regular,0.711656061
19291,Kyle1278,329286845,329292324,http://en.wikipedia.org/w/index.php?diff=329292324&oldid=329286845,2009-12-02T19:14:01Z,/* S */ rm place i could not find proof exist not in National Resources Canada geographic names database,189220,List of communities in Ontario,19291,regular,0.175753846
20775,24.60.63.239,324289884,327969048,http://en.wikipedia.org/w/index.php?diff=327969048&oldid=324289884,2009-11-26T01:45:16Z,/* Cultural depictions */,1404298,Wrecking (Soviet crime),20775,regular,0.546731852
44152,Leondumontfollower,317445972,327318029,http://en.wikipedia.org/w/index.php?diff=327318029&oldid=317445972,2009-11-22T17:50:58Z,/* External links */,2628,Aegis,44152,regular,0.259471671
1985,Biruitorul,321127179,327558368,http://en.wikipedia.org/w/index.php?diff=327558368&oldid=321127179,2009-11-23T23:03:13Z,#NAME?,81905,Carlos Prío Socarrás,1985,regular,0.086247199
27528,5-HT8,325842628,327010236,http://en.wikipedia.org/w/index.php?diff=327010236&oldid=325842628,2009-11-20T22:49:33Z,rephrase last sentence 2nd paragraph per reference.,49799,Pope Clement I,27528,regular,0.792686699
21784,Modernist,328786847,328791109,http://en.wikipedia.org/w/index.php?diff=328791109&oldid=328786847,2009-11-30T12:46:29Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/Masterfuji3|Masterfuji3]] ([[User talk:Masterfuji3|talk]]) to last version by Modernist,26094,Romanticism,21784,regular,0.453161431
8673,38.103.167.122,326643881,326961907,http://en.wikipedia.org/w/index.php?diff=326961907&oldid=326643881,2009-11-20T17:42:44Z,/* Variations */,956087,OBrien (Nineteen Eighty-Four),8673,regular,0.062972848
22775,JonBroxton,326058236,327435187,http://en.wikipedia.org/w/index.php?diff=327435187&oldid=326058236,2009-11-23T07:29:10Z,/* Honors */,13110916,Fabián Espíndola,22775,regular,0.856640585
38999,Billy Hathorn,328318645,328318711,http://en.wikipedia.org/w/index.php?diff=328318711&oldid=328318645,2009-11-28T03:56:10Z,null,24687729,Paul Eggers,38999,regular,0.659829197
43806,SlimVirgin,327352625,327356367,http://en.wikipedia.org/w/index.php?diff=327356367&oldid=327352625,2009-11-22T21:55:34Z,/* Key ideas */,8759562,David Icke,43806,regular,0.031267946
14859,68.230.105.109,328767221,329137934,http://en.wikipedia.org/w/index.php?diff=329137934&oldid=328767221,2009-12-01T23:35:16Z,/* Embedded liberalism */,93088,Neoliberalism,14859,regular,0.050355173
38293,Mu301nh,326920202,328200527,http://en.wikipedia.org/w/index.php?diff=328200527&oldid=326920202,2009-11-27T12:38:26Z,/* Archives */,210074,Harland and Wolff,38293,regular,0.570409141
33669,68.8.121.221,328026991,328027240,http://en.wikipedia.org/w/index.php?diff=328027240&oldid=328026991,2009-11-26T11:33:13Z,/* Chapters and Colonies */,16348040,Gamma Rho Lambda,33669,regular,0.466404178
32120,Modernist,326793908,326801528,http://en.wikipedia.org/w/index.php?diff=326801528&oldid=326793908,2009-11-19T21:13:08Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/71.183.61.24|71.183.61.24]] ([[User talk:71.183.61.24|talk]]) to last version by Modernist,286636,"East Village, Manhattan",32120,regular,0.053068963
24037,83.103.110.138,328183342,328229233,http://en.wikipedia.org/w/index.php?diff=328229233&oldid=328183342,2009-11-27T16:41:54Z,null,25211476,Daedalus (band),24037,regular,0.314328495
18164,Jevansen,328224462,328315838,http://en.wikipedia.org/w/index.php?diff=328315838&oldid=328224462,2009-11-28T03:31:27Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/84.43.20.120|84.43.20.120]] ([[User talk:84.43.20.120|talk]]) to last version by Full-date unlinking bot,10302449,Caroline Atkins,18164,regular,0.356601205
42898,Alan Liefting,326540268,327157840,http://en.wikipedia.org/w/index.php?diff=327157840&oldid=326540268,2009-11-21T19:42:19Z,tweaks,313538,Nepotism,42898,regular,0.54533236
16007,Elemesh,327722464,327722512,http://en.wikipedia.org/w/index.php?diff=327722512&oldid=327722464,2009-11-24T20:08:25Z,Reverted edits by [[Special:Contributions/64.107.116.2|64.107.116.2]] to last revision by Thejadefalcon ([[WP:HG|HG]]),23047483,Left 4 Dead 2,16007,regular,0.074058924
13129,Frebel93,328803793,328804092,http://en.wikipedia.org/w/index.php?diff=328804092&oldid=328803793,2009-11-30T14:26:11Z,null,5823,Confucius,13129,regular,0.458062737
1169,78.16.207.248,314094062,327120732,http://en.wikipedia.org/w/index.php?diff=327120732&oldid=314094062,2009-11-21T15:23:57Z,[[WP:UNDO|Undid]] revision 314094062 by [[Special:Contributions/86.42.187.140|86.42.187.140]] ([[User talk:86.42.187.140|talk]]),5630684,Michael OHehir,1169,regular,0.788656361
1020,SmitheePAE,328615713,328615766,http://en.wikipedia.org/w/index.php?diff=328615766&oldid=328615713,2009-11-29T17:28:43Z,/* Released */,25243075,Peace Arch Entertainment,1020,regular,0.385334081
35654,Becksperson,327902984,327903358,http://en.wikipedia.org/w/index.php?diff=327903358&oldid=327902984,2009-11-25T18:48:24Z,/* Appearances and goals */,25202434,1. FC Union Berlin season 2009–10,35654,regular,0.273018368
34287,Dabomb87,327119812,327495823,http://en.wikipedia.org/w/index.php?diff=327495823&oldid=327119812,2009-11-23T16:43:33Z,fix dashes,216663,Colley Cibber,34287,regular,0.797996408
26243,Ealdgyth,328625024,328626015,http://en.wikipedia.org/w/index.php?diff=328626015&oldid=328625024,2009-11-29T18:23:45Z,/* Bishop under Stephen */ add data and source,13056826,Robert de Chesney,26243,regular,0.398800686
2507,Doh286,327530606,327531048,http://en.wikipedia.org/w/index.php?diff=327531048&oldid=327530606,2009-11-23T20:24:21Z,null,12941136,Yasuhiko Yabuta,2507,regular,0.06015235
32270,BlueJaysFan32,326988911,327025001,http://en.wikipedia.org/w/index.php?diff=327025001&oldid=326988911,2009-11-21T00:22:44Z,null,24370197,2010 Toronto Blue Jays season,32270,regular,0.563301582
42944,Grim23,328179989,328246487,http://en.wikipedia.org/w/index.php?diff=328246487&oldid=328179989,2009-11-27T18:49:15Z,coordinates added,7123536,Royal Thames Yacht Club,42944,regular,0.770352045
41516,Emw,329804089,329807825,http://en.wikipedia.org/w/index.php?diff=329807825&oldid=329804089,2009-12-05T04:11:46Z,"Wikilinked main author, removed unneeded bolding",25318244,DNA Repair and Mutagenesis (textbook),41516,regular,0.52078077
33551,Pdcook,327682181,327686262,http://en.wikipedia.org/w/index.php?diff=327686262&oldid=327682181,2009-11-24T16:25:42Z,tag unreferenced,24846160,5 Star (song),33551,regular,0.277851073
19219,Rtkat3,327506044,327506118,http://en.wikipedia.org/w/index.php?diff=327506118&oldid=327506044,2009-11-23T17:50:57Z,"Seeing as Long Arm of the Law aired on Cartoon Network Video, Ive added the voice actors for Kite Man and Rubberneck.",16757649,Batman: The Brave and the Bold,19219,regular,0.075386057
5441,Chefallen,328107883,328108836,http://en.wikipedia.org/w/index.php?diff=328108836&oldid=328107883,2009-11-26T22:31:40Z,/* Aerospace engineering */add AMOS info,397525,Science and technology in Israel,5441,regular,0.633760838
16399,Shem1805,328214275,328217432,http://en.wikipedia.org/w/index.php?diff=328217432&oldid=328214275,2009-11-27T15:08:06Z,HMS removed - explanatory note added,13061857,HMS Ark Royal (1587),16399,regular,0.229981709
1166,Backtable,326477687,328337251,http://en.wikipedia.org/w/index.php?diff=328337251&oldid=326477687,2009-11-28T07:03:12Z,/* External links */ The link doesnt exist anymore.,518166,Sally Mann,1166,regular,0.607525774
37097,Rich Farmbrough,318007819,329547322,http://en.wikipedia.org/w/index.php?diff=329547322&oldid=318007819,2009-12-03T22:19:09Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],16477491,3790 Raywilson,37097,regular,0.970409132
206,GordyB,324831931,327691285,http://en.wikipedia.org/w/index.php?diff=327691285&oldid=324831931,2009-11-24T16:55:53Z,null,4026667,London League (rugby league),206,regular,0.507536754
40377,Anieananya,327820770,327821845,http://en.wikipedia.org/w/index.php?diff=327821845&oldid=327820770,2009-11-25T07:05:17Z,null,3557448,Alipurduar,40377,regular,0.750218894
837,Nicholasmajestic,327296366,327297736,http://en.wikipedia.org/w/index.php?diff=327297736&oldid=327296366,2009-11-22T15:25:54Z,/* Trivia */,1285971,Sully Erna,837,regular,0.669810426
5019,Hawkeye7,328355664,328359693,http://en.wikipedia.org/w/index.php?diff=328359693&oldid=328355664,2009-11-28T10:54:26Z,/* Island campaigns */  Clarify,21745871,Vernon Sturdee,5019,regular,0.379569147
26834,IWAM2009,326908878,326908994,http://en.wikipedia.org/w/index.php?diff=326908994&oldid=326908878,2009-11-20T11:02:17Z,/* European Influences? */,17723331,Oskar Sosnowski,26834,regular,0.035251674
23036,SharkD,327067278,327067711,http://en.wikipedia.org/w/index.php?diff=327067711&oldid=327067278,2009-11-21T06:20:58Z,/* Parallel projection */ +main article link,576646,2.5D,23036,regular,0.015123724
30834,KingCuongL,180371712,326894262,http://en.wikipedia.org/w/index.php?diff=326894262&oldid=180371712,2009-11-20T08:25:49Z,[[WP:AES|←]]Redirected page to [[Nalge Nunc International]],14900733,Nalge Nunc,30834,regular,0.513877941
30626,Ross92,329515108,329515590,http://en.wikipedia.org/w/index.php?diff=329515590&oldid=329515108,2009-12-03T19:43:48Z,/* Rock */,21457996,52nd Grammy Awards,30626,regular,0.686257573
21331,Dinamik-bot,327074170,327298259,http://en.wikipedia.org/w/index.php?diff=327298259&oldid=327074170,2009-11-22T15:30:22Z,robot Modifying: [[ru:Ехидна Кнаклс]],161560,Knuckles the Echidna,21331,regular,0.344872496
39632,Winksatfriend,329223916,329224264,http://en.wikipedia.org/w/index.php?diff=329224264&oldid=329223916,2009-12-02T10:57:13Z,/* Further reading */ link to complete article,716590,Michael Riconosciuto,39632,regular,0.431508966
256,71.115.87.182,325895813,328172514,http://en.wikipedia.org/w/index.php?diff=328172514&oldid=325895813,2009-11-27T07:36:53Z,/* Other work */  Added Law and Order,3646886,Jason Jones (actor),256,regular,0.029443545
37568,NinScenedo6,327829575,327830104,http://en.wikipedia.org/w/index.php?diff=327830104&oldid=327829575,2009-11-25T08:32:32Z,null,10539511,Limp Bizkit discography,37568,regular,0.097414575
11656,80.47.78.75,327790878,327791000,http://en.wikipedia.org/w/index.php?diff=327791000&oldid=327790878,2009-11-25T02:48:07Z,/* Career */,689499,Harry Hamlin,11656,regular,0.217480116
6669,220.105.4.61,327466548,327760565,http://en.wikipedia.org/w/index.php?diff=327760565&oldid=327466548,2009-11-24T23:28:59Z,null,223630,Kobold,6669,regular,0.928835779
27914,Mgiganteus1,327960820,327960884,http://en.wikipedia.org/w/index.php?diff=327960884&oldid=327960820,2009-11-26T00:47:46Z,only English name necessary,1246694,Chinese Alligator,27914,regular,0.074346295
